ID,DUP,First Name,Last Name,Marital Status,Race,DOB,SSN,Income,Credit Card Number,City,ZIP Code,Telephone Number
11276,1,Jakkson,Fabel,Married,,12/2/1974,065-52-9647,66419.7,6848 5343 61717 4491,Washington DC,20006,
11276,0,Jackson,Fabel,Married,Asian,12/2/1974,065-52-9647,66419.7,6848 5343 1717 4491,Washington DC,20006,229-627-8023
11282,1,Couahtney,Kemp,,,6/20/1950,719-46-0003,89434.8,0898 9132 9288 0095,Washington DC,20015,432-120-7752
11282,0,Courtney,Kempe,Never Married,Hispanic,6/20/1950,719-46-0003,89434.8,0898 9132 9288 0095,Washington DC,20015,432-120-7752
11287,1,Sean,Hag,,Hispanic,2/5/1960,644-60-2805,22596.1,1923 8271 830 2696,Washington DC,20022,
11287,0,Sean,Hage,Never Married,Hispanic,2/5/1960,644-60-2805,22596.1,1923 8271 8300 2696,Washington DC,20022,304-041-8308
11288,0,Rhys,Reid,Married,White,2/4/1973,390-48-0540,71496.6,6085 4510 6276 3889,Washington DC,20010,410-832-4002
11289,0,Brianna,Campbell,Never Married,White,5/21/1947,185-67-8824,32667,0171 1760 4681 9068,Washington DC,20004,480-438-6236
11292,1,Flyn,Secomn,Widowed,Hispanic,4/26/1958,384-93-1339,NA,6109 8836 0155 06372,Washington DC,20004,813-670-0807
11292,0,Flynn,Secomb,Widowed,Hispanic,4/26/1958,384-93-1339,252272.7,6109 8836 0155 0632,Washington DC,20004,813-670-0807
11301,0,Tara,Momcilovic,Married,White,8/12/1959,093-63-8029,161642,8812 6474 2554 5033,Washington DC,20009,863-899-1523
11309,1,Joel,Ot6ens,Divorced,,5/29/1995,163-96-8031,NA,5986 1193 8255  6954,Washington DC,20006,682-304-1453
11309,0,Joel,Ottens,Divorced,Black,5/29/1995,163-96-8031,77263.6,5986 1193 8255 6954,Washington DC,20006,682-304-1453
11322,0,Oliver,Sires,Never Married,White,6/1/1965,458-93-4858,35699.6,8013 8130 0308 0705,Washington DC,20022,704-307-4010
11334,1,Callum,Jessup,Married,,8/10/1980,,NA,4096 9663 09155459,Washington DC,20006,803-677-7572
11334,0,Callum,Jessup,Married,Hispanic,8/10/1980,345-57-9567,79436.4,4096 9663 0915 5459,Washington DC,20006,803-677-7572
11335,0,Katelyn,Clissold,Married,Hispanic,11/22/1962,291-74-0216,87205.9,7606 2567 9193 5814,Washington DC,20008,308-684-8789
11336,1,Willliam,Wisemsn,Married,White,4/21/1968,548-38-4524,80325.7,5897 7684 48585 3422,Washington DC,20006,
11336,0,William,Wiseman,Married,White,4/21/1968,548-38-4524,80325.7,5897 7684 4585 3422,Washington DC,20006,415-559-0576
11342,1,Kelvey,Joergensen,Never Married,White,3/25/1956,,NA,5201 5322 4541 10011,Washington DC,20013,262-413-1456
11342,0,Kelsey,Joergensen,Never Married,White,3/25/1956,033-99-1151,169693.6,5201 5322 4541 0011,Washington DC,20013,262-413-1456
1135,1,Brandon,Berry,Married,,7/4/1961,,105897.6,6722 72919676 3502,Washington DC,20004,
1135,0,Brandon,Berry,Married,White,7/4/1961,475-68-9730,105897.6,6722 7291 9676 3502,Washington DC,20004,617-526-1755
11350,1,Harrison,Lotge,Widowed,,2/10/1965,350-97-6001,44145.6,5775 302 3893 8051,Washington DC,20012,
11350,0,Harrison,Lodge,Widowed,American Indian-Alaska Native,2/10/1965,350-97-6001,44145.6,5775 9302 3893 8051,Washington DC,20012,956-857-9799
11353,1,Caidlin,Campbel,Married,Hispanic,9/21/1965,181-85-8386,28630,2167 9112 9930 33584,Washington DC,20005,
11353,0,Caitlin,Campbell,Married,Hispanic,9/21/1965,181-85-8386,28630,2167 9112 9930 3584,Washington DC,20005,913-807-5088
1137,0,Christina,White,Married,White,2/1/1960,661-96-1749,11693.6,5124 0818 5602 5052,Washington DC,20012,979-062-3073
11374,0,Eden,Cossich,Married,Black,6/14/1987,096-68-8193,88049.9,8850 1619 0928 3462,Washington DC,20001,947-512-2390
11377,1,Nerieh,Carbone,Never Married,Black,11/4/1992,,149429.9,6042 5625 12563 7129,Washington DC,20010,
11377,0,Neneh,Carbone,Never Married,Black,11/4/1992,701-01-5873,149429.9,6042 5625 1256 7129,Washington DC,20010,563-520-0297
11378,1,Charles,Mcgrehor,Widowed,White,1/7/1958,,NA,2461 928 5850 1497,Washington DC,20009,364-230-1391
11378,0,Charles,Mcgregor,Widowed,White,1/7/1958,536-26-3949,165990.2,2461 0928 5850 1497,Washington DC,20009,364-230-1391
11384,0,Elli,Ahsam,Divorced,White,8/14/1974,171-67-7634,55652.1,7260 8366 8659 2404,Washington DC,20013,234-336-8428
11387,0,Hannah,Farah,Married,White,10/30/1947,143-51-6563,196895.3,7290 4924 3134 0132,Washington DC,20019,603-804-0802
11391,1,Emalene,Noble,Married,Asian,4/11/1986,,NA,3093 473 8866 3568,Washington DC,20003,
11391,0,Emalene,Noble,Married,Asian,4/11/1986,529-19-2975,56641.8,3093 4713 8866 3568,Washington DC,20003,715-910-3007
11396,0,Kylee,Ravnoy,Never Married,Black,9/13/1967,695-04-6772,54050.9,2579 1896 6545 2801,Washington DC,20001,334-437-8419
11397,0,Tyrone,Braithwaite,Married,White,2/18/1948,396-32-3593,139952,0354 6325 3983 6450,Washington DC,20002,772-116-6470
11402,1,Jessica,Krambousanos,Never Married,,2/29/1968,,NA,5333 1699 6778 505,Washington DC,20005,816-327-6617
11402,0,Jessica,Krambousanos,Never Married,White,2/29/1968,185-78-9373,134392.2,5333 1699 6778 5050,Washington DC,20005,816-327-6617
11405,1,Nathan,Meinhold,Married,,7/18/1963,,NA,0416 886 5823 1367,Washington DC,20002,952-523-7581
11405,0,Nathan,Meinhold,Married,Hispanic,7/18/1963,650-70-3825,99854.8,0416 8486 5823 1367,Washington DC,20002,952-523-7581
11406,0,Kane,Tuke,Married,Black,11/26/1981,650-88-9389,94774.2,4508 9647 6260 4342,Washington DC,20004,959-334-1508
11410,0,Harrison,Creagh,Married,White,12/9/1990,579-04-9241,87084.5,2247 9595 3765 4401,Washington DC,20019,478-597-1090
11417,1,Jordan,Ryan,,,9/21/1992,392-20-0071,NA,3422 0112 425 7698,Washington DC,20015,720-783-0337
11417,0,Jordan,Ryan,Married,White,9/21/1992,392-20-0071,96098.9,3422 0112 6425 7698,Washington DC,20015,720-783-0337
11418,0,Jessica,Hilton,Married,White,2/21/1988,675-02-7921,47619.1,1611 3402 2068 4937,Washington DC,20007,805-567-9697
11423,1,Matthew,Moocly,Married,Hispanic,9/21/1993,518-52-3453,NA,9607 6460 1216 515,Washington DC,20011,
11423,0,Matthew,Moody,Married,Hispanic,9/21/1993,518-52-3453,36631.7,9607 6460 1216 5154,Washington DC,20011,989-807-7604
11433,0,Reegan,Deakin,Married,Asian,8/4/1968,557-54-0657,121620.9,9696 9304 3768 8965,Washington DC,20017,952-431-1201
11438,1,Skye,Reid,Married,,5/9/1969,277-34-2556,NA,6802 7599 4389 631,Washington DC,20015,
11438,0,Skye,Reid,Married,White,5/9/1969,277-34-2556,51734.8,6802 7599 4389 7631,Washington DC,20015,810-179-8156
11439,0,Damien,Stanfield,Married,White,10/18/1964,194-02-4263,67228.4,7939 8850 1508 3653,Washington DC,20006,847-916-9310
11440,0,James,Furness,Never Married,White,11/11/1950,397-85-4943,32046.8,1637 3536 8213 6425,Washington DC,20020,707-220-3398
11447,1,Michael,Karnp,Married,,6/12/1956,261-37-3698,90703.5,5822 665 5008 1371,Washington DC,20022,
11447,0,Michael,Kamp,Married,White,6/12/1956,261-37-3698,90703.5,5822 6615 5008 1371,Washington DC,20022,603-931-4264
11453,0,Bethany,Ahmed,Divorced,Hispanic,10/10/1976,642-73-1270,97326.9,0990 7931 0118 2048,Washington DC,20002,385-877-4090
11464,0,Eboni,Lusted,Married,White,8/25/1965,636-22-8334,29229.6,0033 4698 1139 8965,Washington DC,20007,443-036-7877
11467,0,Madeline,White,Never Married,White,8/15/1966,204-36-6497,92204.5,8763 9389 5896 8783,Washington DC,20017,862-718-5152
11470,0,Alexandra,Ryan,Never Married,White,10/24/1954,066-80-8527,18344.5,9222 8722 6047 5959,Washington DC,20005,910-086-0128
11473,1,Olivia,Dvtt,Married,Asian,3/29/1982,,49545.3,9396 4674 007 7802,Washington DC,20003,
11473,0,Olivia,Dutt,Married,Asian,3/29/1982,202-17-9560,49545.3,9396 4674 0078 7802,Washington DC,20003,501-691-6708
11474,1,Grivvin,Sherin,Divorced,,3/11/1965,,NA,9828 2893 1578 5421,Washington DC,20004,831-134-8378
11474,0,Griffin,Sherin,Divorced,White,3/11/1965,338-96-7640,74760.3,9828 2893 1578 5421,Washington DC,20004,831-134-8378
11475,0,Monique,Hathaway,Married,White,7/11/1962,649-55-8429,113552,2234 9251 1821 0791,Washington DC,20013,479-162-3610
11479,0,Bailey,Bissett,Married,White,12/12/1959,498-80-5356,71941.5,0720 7441 5938 9582,Washington DC,20017,757-964-7305
11486,0,Pascale,Ryan,Never Married,Hispanic,5/23/1975,534-56-0104,55386.7,9919 6272 6555 4533,Washington DC,20010,906-701-4535
11487,0,Ruby,Mccarthy,Married,Black,11/14/1989,490-81-8841,79920.8,3202 8902 0301 8548,Washington DC,20017,512-259-5069
11490,0,Olivia,Jervis,Never Married,White,6/12/1985,031-06-3434,154252.7,0191 9469 7493 2859,Washington DC,20009,848-863-1061
11491,1,Calvin,Camenj,Widowed,,2/15/1988,726-72-1514,92691.6,9309 9767 62567 9157,Washington DC,20009,
11491,0,Calvin,Camens,Widowed,White,2/15/1988,726-72-1514,92691.6,9309 9767 2567 9157,Washington DC,20009,650-038-2853
11492,0,Toby,Bradshaw,Married,Hispanic,9/11/1972,002-38-3148,40165.7,7857 7666 9488 0061,Washington DC,20009,202-409-2823
11496,1,Jessica,Moodi,Married,,1/13/1992,184-69-5460,NA,7316 7180 2084 7614,Washington DC,20010,
11496,0,Jessica,Moody,Married,White,1/13/1992,184-69-5460,49219.8,7316 7180 2084 7614,Washington DC,20010,786-161-6082
11499,0,Emiily,Ayres,Married,American Indian-Alaska Native,1/2/1962,647-75-4918,134423.7,2033 9138 6921 9663,Washington DC,20012,930-575-2507
11509,1,Jacob,Epert,,White,9/4/1976,,64172.8,8103 37136 9380 1454,Washington DC,20001,931-117-8811
11509,0,Jacob,Ebert,Married,White,9/4/1976,642-24-4733,64172.8,8103 3136 9380 1454,Washington DC,20001,931-117-8811
11519,0,Joshua,Webb,Never Married,White,2/5/1976,627-49-0729,221617.2,3984 7640 6054 6909,Washington DC,20019,561-672-5967
11523,0,Chelsea,Edgecombe,Married,Asian,5/24/1990,168-32-8834,81737.5,1355 6936 6299 4685,Washington DC,20008,972-791-5111
11525,0,Sarah,Clarke,Never Married,Hispanic,5/24/1992,257-12-5302,39951.6,9878 5898 9816 8484,Washington DC,20010,308-482-3719
11527,0,Amy,Dixon,Married,Hispanic,11/21/1984,528-74-1350,152358.8,6095 9867 4575 0219,Washington DC,20015,239-171-9258
11533,1,Barnaby,Wiser,,Hispanic,3/4/1984,,57616.8,2946 2388 8073  4530,Washington DC,20007,574-498-1988
11533,0,Barnaby,Weiser,Married,Hispanic,3/4/1984,507-95-2350,57616.8,2946 2388 8073 4530,Washington DC,20007,574-498-1988
11535,1,Ethan,Weler,Divorced,,3/20/1971,539-68-9917,NA,4859 934 0707 5898,Washington DC,20017,716-137-4369
11535,0,Ethan,Weller,Divorced,Hispanic,3/20/1971,539-68-9917,53072.3,4859 9534 0707 5898,Washington DC,20017,716-137-4369
11537,0,Lara,Smeaton,Never Married,Hispanic,8/28/1959,397-51-4301,65008.1,0988 8735 8777 6889,Washington DC,20011,602-713-9986
11539,0,Victoria,Elphick,Married,Black,7/20/1955,152-02-4105,87555.8,6455 8443 7411 7185,Washington DC,20001,936-782-5155
11541,0,Jemma,Bevis,Married,Black,2/5/1952,235-20-7388,69860.5,6140 2490 4391 1258,Washington DC,20016,339-253-4785
11543,0,Sarah,Orchard,Married,Black,6/29/1959,567-02-6869,23205.9,0982 3193 4322 6717,Washington DC,20020,423-521-3748
11544,1,Braeton,Webb,Never Married,White,4/30/1973,688-10-5326,NA,4654 6735 6027 46889,Washington DC,20016,
11544,0,Braedon,Webb,Never Married,White,4/30/1973,688-10-5326,36728.9,4654 6735 6027 4689,Washington DC,20016,425-377-0631
11545,0,Aidan,Reuter,Widowed,Hispanic,5/20/1981,300-84-7456,94762,1993 8375 6253 5238,Washington DC,20010,253-950-3046
11548,0,Silas,Allard,Divorced,White,11/21/1991,257-53-3546,98621.1,9988 5697 9608 7470,Washington DC,20015,901-156-8602
11554,1,Sofie,Croch,Divorced,,3/17/1972,170-68-4073,72753,7993 1098 154 3008,Washington DC,20020,219-254-6525
11554,0,Sophie,Crouch,Divorced,Black,3/17/1972,170-68-4073,72753,7993 1098 1594 3008,Washington DC,20020,219-254-6525
11555,1,Pauj,Clarke,Never Married,,4/12/1978,657-83-6887,NA,0801 7548 229 9756,Washington DC,20018,323-655-2432
11555,0,Paul,Clarke,Never Married,Asian,4/12/1978,657-83-6887,23311.8,0801 7548 2297 9756,Washington DC,20018,323-655-2432
11556,1,Chloe,Wight,,,11/18/1961,003-04-2380,NA,2762 5700 3180 8512,Washington DC,20011,508-053-2470
11556,0,Chloe,White,Married,Black,11/18/1961,003-04-2380,63958.6,2762 5700 3180 8512,Washington DC,20011,508-053-2470
11557,1,Caahlin,Furness,Married,White,4/24/1993,,NA,5164 4489 0901 2726,Washington DC,20007,
11557,0,Carlin,Furness,Married,White,4/24/1993,498-68-9145,24449.5,5164 4489 0901 2726,Washington DC,20007,321-885-0476
11564,1,Loren,Zilm,Never Married,,2/27/1951,242-19-2629,46788.7,4938 5817 1262 99577,Washington DC,20015,
11564,0,Lauren,Zilm,Never Married,Black,2/27/1951,242-19-2629,46788.7,4938 5817 1262 9957,Washington DC,20015,702-492-7918
11569,1,Wilston,Kalokerakos,Divorced,Hispanic,12/9/1983,512-44-8390,NA,7422 4509 9454 106,Washington DC,20013,364-665-3284
11569,0,Wilson,Kalogerakos,Divorced,Hispanic,12/9/1983,512-44-8390,51169.6,7422 4509 9454 9106,Washington DC,20013,364-665-3284
11570,0,Mitchell,Tippins,Married,Hispanic,8/14/1952,416-15-7686,88562.3,1632 1323 9409 4180,Washington DC,20007,361-067-4199
11572,1,Joshua,Tiller,,White,9/28/1953,323-41-1108,NA,6030 4718 63692 6904,Washington DC,20018,
11572,0,Joshua,Tiller,Married,White,9/28/1953,323-41-1108,60459.5,6030 4718 3692 6904,Washington DC,20018,361-239-1633
