ID,First Name,Last Name,Marital Status,Race,DOB,SSN,Income,Credit Card Number,ZIP Code,Telephone Number
rec-020-dup-0,Kyle,Colernan,,,10/09/1996,,23694.0,3522 2883 8661 2223,90005,669-225-2576
rec-020-org,Kyle,Coleman,Divorced,Others,10/09/1996,058-25-0502,23694.0,3522 2883 8661 2223,90005,669-225-2576
rec-021-org,Daniel,Campbell,Married,White,08/09/1965,103-73-6279,69935.5,0992 0503 8800 7429,90014,512-794-8800
rec-022-org,Luca,Havriluk,Married,Asian,01/13/1989,316-21-2577,95206.3,7637 6083 9327 6233,90012,269-819-0940
rec-023-dup-0,Amelia,Pr0cter,,,01/23/1951,704-55-0219,25528.2,8543 81535 9401 0153,90017,970-642-6973
rec-023-org,Amelia,Procter,Divorced,White,01/23/1951,704-55-0219,25528.2,8543 8153 9401 0153,90017,970-642-6973
rec-024-org,Rosie,Ryan,Divorced,White,08/09/1947,410-64-1841,46529.2,5681 3337 4622 6244,90014,415-709-8648
rec-025-dup-0,Lillianna,Neville,Divorced,Others,04/18/1962,,,2208 2035 95337221,90020,
rec-025-org,Lillianna,Neville,Divorced,Others,04/18/1962,120-54-7728,111051.9,2208 2035 9533 7221,90020,501-567-1551
rec-026-dup-0,Nadhan,Jevons,Never Married,,06/29/1973,450-44-3387,,1891 66958 4808 4137,90010,470-849-7077
rec-026-org,Nathan,Jevons,Never Married,White,06/29/1973,450-44-3387,92555.7,1891 6695 4808 4137,90010,470-849-7077
rec-027-org,Michael,Brock,Married,White,07/18/1981,665-31-0007,114946.8,4610 3421 0479 0735,90002,213-383-9910
rec-028-org,Gabrielle,Barbuto,Married,White,01/06/1974,655-87-0523,33234.6,9772 9935 9524 1541,90003,203-624-7611
rec-029-dup-0,David,Mierix,Divorced,,11/27/1965,393-35-6457,,4957 4517 0307 9302,90004,
rec-029-org,David,Mierisch,Divorced,Hispanic,11/27/1965,393-35-6457,33719.8,4957 4517 0307 9302,90004,309-330-0160
rec-030-org,Emiily,Vincent,Married,White,07/14/1952,176-35-0286,74236.8,9968 2679 1960 3932,90014,417-639-0720
rec-031-org,Carlin,Spagnoletti,Married,White,11/06/1952,124-68-9529,15420.3,2108 4575 5599 0074,90019,952-429-0387
rec-032-org,Ebony,Hague,Married,White,02/28/1991,187-71-3252,98531.3,0025 3652 8660 5166,90001,702-907-2453
rec-033-org,Byron,Reid,Widowed,Hispanic,11/24/1986,433-80-7146,99426.4,2103 1057 1333 6470,90008,805-787-3556
rec-034-org,Zac,Leicester,Never Married,Black,06/13/1965,596-93-8079,42027.7,3397 9398 2921 6215,90006,417-420-2912
rec-035-dup-0,William,Solito,,,11/22/1953,641-33-0142,,2741 1818 87308 5733,90006,930-279-1488
rec-035-org,William,Solito,Never Married,White,11/22/1953,641-33-0142,25587.6,2741 1818 8738 5733,90006,930-279-1488
rec-036-dup-0,Jortan,Morrison,,White,05/23/1957,710-65-5932,,33010648 6409 2698,90015,774-992-8868
rec-036-org,Jordan,Morrison,Never Married,White,05/23/1957,710-65-5932,103754.2,3301 0648 6409 2698,90015,774-992-8868
rec-037-org,Chloe,Landau,Married,White,08/06/1947,526-16-8241,65656.5,3628 9967 0688 4460,90005,440-099-5580
rec-038-dup-0,Anabel,Tu,,Asian,05/08/1953,404-72-9495,49433.6,90166 7054 6102 9050,90012,
rec-038-org,Annabel,Tu,Married,Asian,05/08/1953,404-72-9495,49433.6,9016 7054 6102 9050,90012,972-773-7088
rec-039-org,Hannah,Khider,Never Married,White,08/06/1953,370-38-6662,84196.1,2687 4661 8451 7978,90003,859-557-0809
rec-040-org,Marley,Webb,Never Married,Asian,05/27/1948,566-33-9955,41779.9,7512 2616 1227 2381,90014,570-630-8003
rec-041-dup-0,Shena,Blake,,,08/24/1951,114-06-9553,69117.6,8526 58628 9194 0982,90006,947-246-0518
rec-041-org,Shenae,Blake,Never Married,White,08/24/1951,114-06-9553,69117.6,8526 5868 9194 0982,90006,947-246-0518
rec-042-dup-0,Mdadison,Loee,Married,Asian,03/09/1995,124-31-9300,41201.2,0863 7757 08959 1014,90002,
rec-042-org,Maddison,Lowe,Married,Asian,03/09/1995,124-31-9300,41201.2,0863 7757 8959 1014,90002,781-637-0948
rec-043-dup-0,Naomi,Tant,Married,,10/02/1997,,,9930 7932 905 5098,90016,813-232-0414
rec-043-org,Naomi,Tant,Married,White,10/02/1997,183-80-5211,117409.5,9930 7932 8905 5098,90016,813-232-0414
rec-044-dup-0,Jame5,Matthewst,Married,Hispanic,09/21/1988,609-12-8395,,8166 918 2195 5934,90004,602-527-7218
rec-044-org,James,Matthews,Married,Hispanic,09/21/1988,609-12-8395,108078.6,8166 3918 2195 5934,90004,602-527-7218
rec-045-dup-0,Lulce,Homann,Never Married,,03/23/1981,698-38-1027,,3324 645 1033 6677,90010,857-531-6702
rec-045-org,Luke,Homann,Never Married,Black,03/23/1981,698-38-1027,73476.6,3324 6458 1033 6677,90010,857-531-6702
rec-046-dup-0,Beloa,Rid,Married,,07/11/1981,379-26-2762,,2928 0875 1311 5153,90013,413-892-7879
rec-046-org,Bella,Reid,Married,White,07/11/1981,379-26-2762,31601.3,2928 0875 1311 5153,90013,413-892-7879
rec-047-dup-0,Kaitlyn,Neumann,Married,White,12/16/1962,,,6860 0471 716 9881,90001,703-502-0153
rec-047-org,Kaitlin,Neumann,Married,White,12/16/1962,086-88-3723,72063.1,6860 0471 7186 9881,90001,703-502-0153
rec-048-org,Robin,Dixon,Never Married,White,06/26/1969,110-53-5097,55770.8,3894 3134 8195 6387,90005,240-869-7970
rec-049-org,Joshua,Doman,Divorced,White,06/06/1994,661-44-7209,63022.3,5030 9746 7605 8299,90012,540-291-6196
rec-050-dup-0,Madelin,White,Married,White,09/17/1951,,,4134 622 5921 2806,90010,718-469-6706
rec-050-org,Madeline,White,Married,White,09/17/1951,416-28-0729,116464.2,4134 6252 5921 2806,90010,718-469-6706
rec-051-org,Laura,Stolz,Divorced,Others,01/26/1980,633-03-2423,212540.5,4962 2261 5876 6138,90003,517-451-1264
rec-052-dup-0,Georgia,Mkully,,Black,10/26/1971,,158891.1,1885 4883 8144 8105,90015,
rec-052-org,Georgia,Mccully,Never Married,Black,10/26/1971,011-12-8909,158891.1,1885 4883 8144 8105,90015,361-915-9190
rec-053-org,Sophie,Murphy-dorsett,Married,Hispanic,05/17/1951,543-41-0522,54394.8,1955 3156 3054 4457,90014,862-802-7702
rec-054-dup-0,Samuel,Fajri,Married,,01/10/1976,667-39-9373,,5422 3676 12408 7623,90013,
rec-054-org,Samuel,Fajri,Married,White,01/10/1976,667-39-9373,31798.9,5422 3676 1408 7623,90013,952-041-8887
rec-055-dup-0,Ela,Bishop,,White,05/17/1959,485-89-8370,29082.8,0030 3644 394 4869,90013,
rec-055-org,Ella,Bishop,Never Married,White,05/17/1959,485-89-8370,29082.8,0030 3644 3944 4869,90013,909-519-5350
rec-056-org,Michael,Burman,Never Married,Black,10/16/1983,127-11-1678,53641.4,6443 4905 1848 8759,90010,430-258-1897
rec-057-dup-0,Thomas,Shepherdson,,White,04/26/1949,224-45-2588,,9402 89884 6702 4090,90001,
rec-057-org,Thomas,Shepherdson,Married,White,04/26/1949,224-45-2588,83771.6,9402 8988 6702 4090,90001,650-828-6975
rec-058-org,Henry,Goldsworthy,Married,White,06/27/1997,255-18-8504,77368.5,4288 6888 2584 2562,90008,762-556-5742
rec-059-dup-0,Cooper,Fager|und,Married,,10/06/1960,635-71-1890,,6170 5758 347 2044,90015,614-477-0263
rec-059-org,Cooper,Fagerlund,Married,Hispanic,10/06/1960,635-71-1890,142470.0,6170 5758 2347 2044,90015,614-477-0263
rec-060-dup-0,Amy,Shepherd,,White,06/11/1954,,83588.2,3903 4292 385 3957,90009,
rec-060-org,Amy,Shepherd,Married,White,06/11/1954,191-48-2586,83588.2,3903 4292 4385 3957,90009,616-770-0166
rec-061-dup-0,Jessica,Jaudzems,,,10/20/1964,392-37-1251,64475.8,1238 70106 5634 4485,90001,
rec-061-org,Jessica,Jaudzems,Never Married,White,10/20/1964,392-37-1251,64475.8,1238 7106 5634 4485,90001,847-634-0285
rec-062-org,Evan,Webb,Married,Hispanic,09/03/1995,576-24-3887,100090.6,6480 6783 2533 9042,90004,352-399-1212
rec-063-dup-0,Ethan,Sdumann,,White,06/03/1979,195-91-1033,,8147 1344 7220 24998,90014,980-243-7765
rec-063-org,Ethan,Stumann,Married,White,06/03/1979,195-91-1033,23668.8,8147 1344 7220 2498,90014,980-243-7765
rec-064-org,Isabella,Fenwick,Never Married,White,04/02/1988,196-20-5889,206380.6,6770 3394 6056 5840,90003,276-211-7332
rec-065-org,Faith,Mason,Married,White,11/11/1965,648-35-7338,147078.8,2810 8156 4216 3562,90004,703-531-2290
rec-066-dup-0,Lachlan,Noble,Never Married,Black,10/03/1952,,,4941 7194 77589 8584,90006,
rec-066-org,Lachlan,Noble,Never Married,Black,10/03/1952,293-90-0014,64734.9,4941 7194 7589 8584,90006,623-045-8479
rec-067-org,Shai,Ryan,Married,Black,01/12/1967,202-77-1510,118426.0,1644 8591 3717 1827,90010,601-151-5582
rec-068-org,Alannah,Menzies,Never Married,White,10/11/1971,717-62-8352,86946.8,4225 5048 6047 9649,90016,636-767-4270
rec-069-org,Aikaterina,Rickett,Married,Asian,12/16/1971,073-17-6472,73350.2,8806 1177 1003 1383,90016,971-445-4853
rec-070-org,Samuel,Gulliver,Never Married,Others,09/03/1989,127-48-9499,199468.6,9193 2249 0125 7873,90007,760-529-9679
rec-071-org,Lachlan,White,Never Married,Black,03/14/1981,360-22-1554,55747.7,5944 2456 0826 7491,90002,351-258-2539
rec-072-org,Imogen,Nguyen,Widowed,White,11/15/1972,529-03-3445,33707.9,3352 3677 6841 1914,90001,848-797-5553
rec-073-org,Emiily,Cochrane,Widowed,Hispanic,01/13/1958,013-48-9630,178344.2,2470 8280 8534 2276,90004,385-109-5436
rec-074-org,Clement,Stephenson,Married,White,04/25/1955,601-47-5785,46179.6,5737 1162 6115 7426,90018,616-936-4874
rec-075-org,Hannah,Marson,Married,Asian,07/25/1975,651-61-6201,41472.9,1616 9051 8953 6020,90004,435-634-0359
rec-076-org,Juliana,Fair,Never Married,White,08/26/1968,423-11-9607,55664.2,0190 3629 3614 0270,90015,272-826-2032
rec-077-org,Leon,Gavel,Divorced,White,02/23/1953,478-55-2428,64413.3,6315 0152 4045 3508,90011,217-769-8759
rec-078-org,Keegan,Sporn,Never Married,White,02/06/1986,471-18-1012,145574.4,2546 1663 9678 6140,90008,574-293-7746
rec-079-org,Phoebe,Gold,Married,Asian,11/18/1958,507-73-3371,55439.0,6251 7189 6958 9467,90006,717-972-4719
rec-080-dup-0,Lara,Bristow,Widowed,,05/11/1981,,170754.5,1005 8265 87521347,90015,
rec-080-org,Lara,Bristow,Widowed,Hispanic,05/11/1981,175-85-4060,170754.5,1005 8265 8752 1347,90015,930-760-7905
rec-081-dup-0,Eva,Shepherd,Married,,06/29/1968,,31277.9,4031 13307 1462 5691,90018,
rec-081-org,Eva,Shepherd,Married,White,06/29/1968,201-23-2603,31277.9,4031 1337 1462 5691,90018,435-949-5578
rec-082-org,William,Chittleborough,Never Married,Black,03/24/1986,054-80-4384,35376.7,6405 2570 9673 1305,90017,310-582-7182
rec-083-org,Lily,Pastore,Married,White,02/22/1977,575-78-2842,43046.2,2514 0109 8540 9518,90009,978-209-1708
rec-084-org,Lushia,Matthews,Married,White,01/14/1996,412-19-6571,95323.0,8915 9138 0870 9854,90009,267-351-0399
rec-085-dup-0,Regann,Barzen,Never Married,,09/03/1978,,241713.8,8667 88075 4543 2911,90005,240-800-6767
rec-085-org,Reganne,Barzen,Never Married,White,09/03/1978,304-08-4803,241713.8,8667 8807 4543 2911,90005,240-800-6767
rec-086-dup-0,Isabella,Ryan,,White,07/23/1995,,28033.5,9504 0686 28292 8327,90020,
rec-086-org,Isabella,Ryan,Never Married,White,07/23/1995,198-77-0326,28033.5,9504 0686 2892 8327,90020,276-950-8771
rec-087-org,Rebecca,Feast,Married,White,02/13/1974,447-68-1109,14470.9,2802 4037 9469 5430,90001,406-927-6556
rec-088-dup-0,Matthe,Tamassy,,,04/21/1997,642-69-3658,143960.9,2724 1208 8157 73437,90003,502-774-9439
rec-088-org,Matthew,Tamassy,Never Married,White,04/21/1997,642-69-3658,143960.9,2724 1208 8157 7337,90003,502-774-9439
rec-089-dup-0,Georgina,Selley,Married,Asian,11/30/1956,712-16-3245,171792.8,9228 4553 56482 4771,90014,
rec-089-org,Georgia,Shelley,Married,Asian,11/30/1956,712-16-3245,171792.8,9228 4553 5648 4771,90014,360-862-6167
rec-090-dup-0,Kobe,Mcvilli,Widowed,White,07/15/1977,699-53-2774,,3039 7023 7235 05039,90009,
rec-090-org,Kobe,Mcvilly,Widowed,White,07/15/1977,699-53-2774,49374.1,3039 7023 7235 0039,90009,508-233-6295
rec-091-org,Emma,Mcgregor,Widowed,Hispanic,11/04/1976,334-43-8004,160167.5,8161 5493 4647 9537,90002,626-136-4516
rec-092-dup-0,Abbey,Piliczky,,,11/13/1964,705-35-7746,,5327 9415 15979 9950,90018,703-972-7165
rec-092-org,Abbey,Piliczky,Married,White,11/13/1964,705-35-7746,43899.7,5327 9415 5979 9950,90018,703-972-7165
rec-093-org,Jessica,Clarke,Married,White,04/14/1985,056-64-1115,32067.0,7628 1161 7003 2648,90010,712-882-0998
rec-094-org,Tiana,Nguyen,Never Married,White,12/18/1980,042-83-9803,33321.6,6120 8655 4506 8791,90016,415-106-9304
rec-095-org,Matthew,Mariner-schrenk,Never Married,Black,06/02/1962,574-75-0545,96366.2,7062 5344 2048 3316,90018,484-835-8668
rec-096-dup-0,Thomqs,Nguyen,,,07/01/1988,470-82-2992,149679.1,6043 3342 7382 1786,90006,
rec-096-org,Thomas,Nguyen,Never Married,White,07/01/1988,470-82-2992,149679.1,6043 3342 7382 1786,90006,334-673-5219
rec-097-org,Thomas,Bishop,Married,White,05/05/1962,432-28-8102,50142.3,1840 6162 4164 1282,90003,765-914-0588
rec-098-org,James,Sherriff,Married,Others,01/17/1960,344-05-8449,102403.6,0903 0575 8296 2606,90013,870-200-4488
rec-099-dup-0,Samuel,Allika,Married,White,12/27/1951,,56371.1,5581 28428 5518 2364,90009,
rec-099-org,Samuel,Allica,Married,White,12/27/1951,117-21-8775,56371.1,5581 2428 5518 2364,90009,859-242-0608
rec-100-dup-0,Maya,Zyga,,,01/19/1950,563-89-1797,39303.1,3085 6815 53251 9993,90003,
rec-100-org,Maya,Zyga,Never Married,Black,01/19/1950,563-89-1797,39303.1,3085 6815 5325 9993,90003,956-975-9065
rec-1000-dup-0,Bethani,Mak neill,Divorced,Hispanic,06/12/1975,,183761.0,3568 8794  6191 0251,90002,717-637-2276
rec-1000-org,Bethany,Mac neill,Divorced,Hispanic,06/12/1975,683-04-7242,183761.0,3568 8794 6191 0251,90002,717-637-2276
rec-1001-org,Jesse,Mitton,Never Married,White,02/11/1985,384-05-7571,13465.1,4968 5069 8631 5707,90002,860-878-0205
rec-1002-org,Flynn,Berry,Married,Hispanic,02/12/1969,236-40-5718,99239.0,8636 9052 1996 4395,90015,303-118-6485
rec-1003-org,Bailey,Purtell,Married,White,01/15/1963,309-15-8635,58074.1,9701 1713 4444 4750,90009,215-786-5252
rec-1004-dup-0,Mitchell,Cair,Married,,03/02/1988,701-84-7272,,3708 5247 3925 7421,90006,
rec-1004-org,Mitchell,Caire,Married,Hispanic,03/02/1988,701-84-7272,86066.0,3708 5247 3925 7421,90006,714-447-1703
rec-1005-org,Harrison,Matthews,Divorced,White,12/14/1953,691-96-3406,158172.5,5161 9817 8905 7460,90013,914-802-8490
rec-1006-org,Rhys,Hassall,Never Married,Hispanic,01/26/1947,244-98-9574,85767.7,8900 8264 7277 7427,90006,202-316-9617
rec-1007-dup-0,Amy,Couaens,,White,01/08/1987,,25935.8,6579 63326 8111 8841,90006,985-438-9673
rec-1007-org,Amy,Couzens,Never Married,White,01/08/1987,128-14-0176,25935.8,6579 6326 8111 8841,90006,985-438-9673
rec-1008-org,Ajay,Burnell,Never Married,White,11/27/1960,152-75-6950,129983.8,1378 2382 3413 2564,90016,253-752-2307
rec-1009-org,Amber,Durban,Married,Black,05/13/1971,685-25-8997,56830.2,5114 8012 4937 2494,90010,623-907-8055
rec-101-dup-0,Lucy,Nkuyen,,,08/29/1972,493-02-4132,88344.5,3268 857 6093 0512,90009,863-090-4861
rec-101-org,Lucy,Nguyen,Married,White,08/29/1972,493-02-4132,88344.5,3268 8571 6093 0512,90009,863-090-4861
rec-1010-org,Anneliese,Stranger,Never Married,White,12/28/1959,352-37-1085,68927.4,8823 0375 1592 6060,90015,910-242-4301
rec-1011-org,Ashley,Cecere-palazzo,Married,White,05/22/1956,165-68-8501,26823.4,3824 1367 8585 4951,90005,773-702-5998
rec-1012-org,Emiily,Singleton,Never Married,White,10/11/1953,140-24-9748,58935.8,2264 0904 0457 2232,90005,931-971-7455
rec-1013-dup-0,Hayley,Fitzpatrick,Married,,07/17/1971,252-87-9064,,6439 9470 75560 4603,90006,
rec-1013-org,Hayley,Fitzpatrick,Married,White,07/17/1971,252-87-9064,84292.1,6439 9470 7550 4603,90006,657-862-9020
rec-1014-org,Laura,Dixon,Divorced,Black,11/17/1969,035-44-4235,65653.5,4592 3211 9308 9169,90010,725-024-5314
rec-1015-org,Harrison,Haskett,Never Married,White,05/11/1958,404-93-2941,73733.7,0897 6503 9402 2665,90016,704-276-6775
rec-1016-org,Charlie,Constance,Divorced,Hispanic,07/14/1963,686-03-7850,55359.9,6127 5467 9778 2947,90014,646-625-3662
rec-1017-org,Emiily,Goode,Never Married,White,01/13/1972,496-47-3845,26038.9,1984 1317 9449 8336,90004,559-158-5379
rec-1018-org,Alex,Covino,Married,Hispanic,04/15/1972,225-46-0311,45131.2,6542 4731 1268 1788,90010,212-791-0882
rec-1019-dup-0,Ropbie,Bauckz,Never Married,,06/02/1971,428-37-7459,10087.5,5048 6619 0717 8183,90016,
rec-1019-org,Robbie,Baucks,Never Married,Hispanic,06/02/1971,428-37-7459,10087.5,5048 6619 0717 8183,90016,231-671-7766
rec-102-org,Lucy,Tiedemann,Divorced,White,06/04/1954,094-96-4023,85803.6,5905 3103 2624 5598,90009,410-622-2261
rec-1020-org,Bianca,Glass,Married,White,07/21/1947,033-63-4089,36462.1,1204 4326 9893 3488,90010,512-973-7498
rec-1021-org,Charles,Webb,Married,Hispanic,04/27/1995,632-46-7659,71495.1,9036 2093 6655 3097,90017,580-152-4463
rec-1022-dup-0,Ky,Hag,Married,White,10/07/1992,689-23-3497,,2579 927 3352 3055,90012,
rec-1022-org,Ky,Hage,Married,White,10/07/1992,689-23-3497,195850.1,2579 9270 3352 3055,90012,718-692-3643
rec-1023-org,Ethan,Voy,Married,White,02/07/1965,128-02-6243,28464.1,8293 8044 1928 5228,90001,562-071-3703
rec-1024-dup-0,Makormack,Campbel,Married,White,11/14/1982,,,1601 3230 2386 5548,90003,930-656-3163
rec-1024-org,Macormack,Campbell,Married,White,11/14/1982,177-20-4953,45934.0,1601 3230 2386 5548,90003,930-656-3163
rec-1025-org,Talia,Mastrippolito,Married,White,03/28/1996,094-06-4591,61954.2,2180 0123 1426 9694,90004,720-129-6412
rec-1026-org,Adam,Noble,Never Married,White,05/06/1968,436-28-4524,96847.3,1403 2149 9879 1305,90012,610-509-7469
rec-1027-org,Blake,Sheldon,Married,Black,01/24/1983,203-30-7604,29097.8,5030 5883 5550 9364,90002,678-271-1774
rec-1028-org,Thomas,Campbell,Never Married,White,09/10/1967,360-64-2043,27914.1,5727 7151 6879 4851,90017,925-624-2571
rec-1029-dup-0,Ambero,Huxley,Married,,08/13/1989,,167494.2,71700 3759 4416 6481,90001,442-595-8901
rec-1029-org,Amber,Huxley,Married,White,08/13/1989,449-52-3851,167494.2,7170 3759 4416 6481,90001,442-595-8901
rec-103-org,Jesse,Mahon,Married,White,06/19/1969,158-21-4163,96945.1,7975 4245 3802 8074,90007,774-444-0397
rec-1030-org,Caitlin,White,Married,White,02/08/1958,721-19-6511,55949.7,4397 2841 7164 6321,90018,973-425-3946
rec-1031-org,Ellen,Wisby,Married,White,08/20/1976,023-85-0919,88745.0,4119 8674 2604 7632,90008,941-864-3147
rec-1032-dup-0,Sebastian,Brookej-inglis,Widowed,White,08/02/1989,,,7612 4482 5223 6054,90003,
rec-1032-org,Sebastian,Brookes-inglis,Widowed,White,08/02/1989,686-19-3400,99125.3,7612 4482 5223 6054,90003,469-482-8575
rec-1033-org,Joel,Mastin-smith,Married,White,05/26/1968,505-75-9897,29510.9,9218 8348 4709 8506,90019,757-154-8602
rec-1034-org,Jason,Gulin,Widowed,White,01/14/1966,393-84-3397,72390.4,1768 8266 1432 2184,90002,904-589-0855
rec-1035-org,George,Stanley,Married,White,06/10/1995,421-65-8709,69551.7,9831 9379 2245 2363,90015,614-190-3589
rec-1036-dup-0,Lucke,Beadle,Never Married,White,01/21/1997,,,6986 711 6862 8752,90014,256-519-4931
rec-1036-org,Luke,Beadle,Never Married,White,01/21/1997,342-86-6698,59115.3,6986 7151 6862 8752,90014,256-519-4931
rec-1037-org,Leah,Treumer,Widowed,White,07/20/1982,480-70-5879,89658.1,9958 8867 9612 6324,90009,305-611-1758
rec-1038-dup-0,Zacgariah,Weller,Married,Black,01/14/1948,,,4615 1036 918 5398,90012,361-784-9078
rec-1038-org,Zachariah,Weller,Married,Black,01/14/1948,297-74-5990,72078.6,4615 1036 9108 5398,90012,361-784-9078
rec-1039-dup-0,aJke,Lahey,Married,White,05/02/1962,,23289.2,5096 2907 60397619,90010,
rec-1039-org,Jake,Lahey,Married,White,05/02/1962,720-33-7512,23289.2,5096 2907 6039 7619,90010,231-902-2197
rec-104-dup-0,Adriana,Mcleland,,Hispanic,01/03/1970,122-79-7902,,0052 0262 6793 43686,90006,270-750-6679
rec-104-org,Adriana,Mclelland,Never Married,Hispanic,01/03/1970,122-79-7902,112520.3,0052 0262 6793 4686,90006,270-750-6679
rec-1040-dup-0,Haahrison,Matthews,Married,White,11/16/1970,279-77-6648,,00642 4334 4842 2646,90013,
rec-1040-org,Harrison,Matthews,Married,White,11/16/1970,279-77-6648,127714.4,0064 4334 4842 2646,90013,540-987-8324
rec-1041-dup-0,Gema,Winall,Divorced,Hispanic,10/07/1978,199-39-3748,,3261 36749 8845 5197,90010,947-855-1891
rec-1041-org,Gemma,Winnall,Divorced,Hispanic,10/07/1978,199-39-3748,161996.6,3261 6749 8845 5197,90010,947-855-1891
rec-1042-dup-0,Lukas,Wepb,,,10/08/1981,439-97-3211,31049.1,9388 6451 5643 7622,90012,
rec-1042-org,Lukas,Webb,Never Married,White,10/08/1981,439-97-3211,31049.1,9388 6451 5643 7622,90012,615-062-1083
rec-1043-dup-0,Caitlin,Lemcke,Never Married,,06/10/1982,651-08-4438,,129 1779 1329 4850,90009,718-579-4113
rec-1043-org,Caitlin,Lemke,Never Married,White,06/10/1982,651-08-4438,91600.2,1298 1779 1329 4850,90009,718-579-4113
rec-1044-dup-0,Anthonyg,Diwtrich,Married,,09/11/1949,529-91-1321,38707.5,8178 9868 4828 3247,90017,
rec-1044-org,Anthony,Dietrich,Married,White,09/11/1949,529-91-1321,38707.5,8178 9868 4828 3247,90017,559-728-7732
rec-1045-org,Mystique,Smithson,Divorced,White,09/06/1948,033-80-0771,16876.7,7315 8778 6905 0101,90002,914-809-8391
rec-1046-org,Matisse,Thredgold,Divorced,White,11/08/1952,131-08-0944,83072.1,5325 5053 2610 6172,90001,907-511-4900
rec-1047-dup-0,Yasmin,Neanter,,White,06/09/1986,082-46-3396,,0146 8344 783 3796,90017,502-441-9013
rec-1047-org,Yasmin,Neander,Married,White,06/09/1986,082-46-3396,176537.3,0146 8344 7837 3796,90017,502-441-9013
rec-1048-org,Sarah,Green,Married,Hispanic,05/17/1992,135-75-6397,43190.7,8531 8373 5236 4246,90019,270-856-0960
rec-1049-dup-0,Marcu5,Grin,Never Married,White,11/22/1958,,,1193 1743 2564 8539,90019,630-460-1614
rec-1049-org,Marcus,Green,Never Married,White,11/22/1958,584-38-5321,10300.1,1193 1743 2564 8539,90019,630-460-1614
rec-105-org,Fiona,Chandler,Married,White,10/28/1989,470-67-1858,66351.4,4239 8096 7511 8196,90012,586-600-9884
