ID,First Name,Last Name,Marital Status,Race,DOB,SSN,Income,Credit Card Number,ZIP Code,Telephone Number
rec-085-org,Reganne,Barzen,Never Married,White,09/03/1978,304-08-4803,241713.8,8667 8807 4543 2911,20004,240-800-6767
rec-086-dup-0,Isabella,Ryan,,White,07/23/1995,,28033.5,9504 0686 28292 8327,20009,
rec-086-org,Isabella,Ryan,Never Married,White,07/23/1995,198-77-0326,28033.5,9504 0686 2892 8327,20009,276-950-8771
rec-087-org,Rebecca,Feast,Married,White,02/13/1974,447-68-1109,14470.9,2802 4037 9469 5430,20002,406-927-6556
rec-088-dup-0,Matthe,Tamassy,,,04/21/1997,642-69-3658,143960.9,2724 1208 8157 73437,20015,502-774-9439
rec-088-org,Matthew,Tamassy,Never Married,White,04/21/1997,642-69-3658,143960.9,2724 1208 8157 7337,20015,502-774-9439
rec-089-dup-0,Georgina,Selley,Married,Asian,11/30/1956,712-16-3245,171792.8,9228 4553 56482 4771,20006,
rec-089-org,Georgia,Shelley,Married,Asian,11/30/1956,712-16-3245,171792.8,9228 4553 5648 4771,20006,360-862-6167
rec-090-dup-0,Kobe,Mcvilli,Widowed,White,07/15/1977,699-53-2774,,3039 7023 7235 05039,20022,
rec-090-org,Kobe,Mcvilly,Widowed,White,07/15/1977,699-53-2774,49374.1,3039 7023 7235 0039,20022,508-233-6295
rec-091-org,Emma,Mcgregor,Widowed,Hispanic,11/04/1976,334-43-8004,160167.5,8161 5493 4647 9537,20017,626-136-4516
rec-092-dup-0,Abbey,Piliczky,,,11/13/1964,705-35-7746,,5327 9415 15979 9950,20015,703-972-7165
rec-092-org,Abbey,Piliczky,Married,White,11/13/1964,705-35-7746,43899.7,5327 9415 5979 9950,20015,703-972-7165
rec-093-org,Jessica,Clarke,Married,White,04/14/1985,056-64-1115,32067.0,7628 1161 7003 2648,20011,712-882-0998
rec-094-org,Tiana,Nguyen,Never Married,White,12/18/1980,042-83-9803,33321.6,6120 8655 4506 8791,20008,415-106-9304
rec-095-org,Matthew,Mariner-schrenk,Never Married,Black,06/02/1962,574-75-0545,96366.2,7062 5344 2048 3316,20015,484-835-8668
rec-096-dup-0,Thomqs,Nguyen,,,07/01/1988,470-82-2992,149679.1,6043 3342 7382 1786,20003,
rec-096-org,Thomas,Nguyen,Never Married,White,07/01/1988,470-82-2992,149679.1,6043 3342 7382 1786,20003,334-673-5219
rec-097-org,Thomas,Bishop,Married,White,05/05/1962,432-28-8102,50142.3,1840 6162 4164 1282,20015,765-914-0588
rec-098-org,James,Sherriff,Married,Others,01/17/1960,344-05-8449,102403.6,0903 0575 8296 2606,20018,870-200-4488
rec-099-dup-0,Samuel,Allika,Married,White,12/27/1951,,56371.1,5581 28428 5518 2364,20022,
rec-099-org,Samuel,Allica,Married,White,12/27/1951,117-21-8775,56371.1,5581 2428 5518 2364,20022,859-242-0608
rec-100-dup-0,Maya,Zyga,,,01/19/1950,563-89-1797,39303.1,3085 6815 53251 9993,20017,
rec-100-org,Maya,Zyga,Never Married,Black,01/19/1950,563-89-1797,39303.1,3085 6815 5325 9993,20017,956-975-9065
rec-1000-dup-0,Bethani,Mak neill,Divorced,Hispanic,06/12/1975,,183761.0,3568 8794  6191 0251,20017,717-637-2276
rec-1000-org,Bethany,Mac neill,Divorced,Hispanic,06/12/1975,683-04-7242,183761.0,3568 8794 6191 0251,20017,717-637-2276
rec-1001-org,Jesse,Mitton,Never Married,White,02/11/1985,384-05-7571,13465.1,4968 5069 8631 5707,20017,860-878-0205
rec-1002-org,Flynn,Berry,Married,Hispanic,02/12/1969,236-40-5718,99239.0,8636 9052 1996 4395,20007,303-118-6485
rec-1003-org,Bailey,Purtell,Married,White,01/15/1963,309-15-8635,58074.1,9701 1713 4444 4750,20022,215-786-5252
rec-1004-dup-0,Mitchell,Cair,Married,,03/02/1988,701-84-7272,,3708 5247 3925 7421,20003,
rec-1004-org,Mitchell,Caire,Married,Hispanic,03/02/1988,701-84-7272,86066.0,3708 5247 3925 7421,20003,714-447-1703
rec-1005-org,Harrison,Matthews,Divorced,White,12/14/1953,691-96-3406,158172.5,5161 9817 8905 7460,20018,914-802-8490
rec-1006-org,Rhys,Hassall,Never Married,Hispanic,01/26/1947,244-98-9574,85767.7,8900 8264 7277 7427,20003,202-316-9617
rec-1007-dup-0,Amy,Couaens,,White,01/08/1987,,25935.8,6579 63326 8111 8841,20002,985-438-9673
rec-1007-org,Amy,Couzens,Never Married,White,01/08/1987,128-14-0176,25935.8,6579 6326 8111 8841,20002,985-438-9673
rec-1008-org,Ajay,Burnell,Never Married,White,11/27/1960,152-75-6950,129983.8,1378 2382 3413 2564,20008,253-752-2307
rec-1009-org,Amber,Durban,Married,Black,05/13/1971,685-25-8997,56830.2,5114 8012 4937 2494,20011,623-907-8055
rec-101-dup-0,Lucy,Nkuyen,,,08/29/1972,493-02-4132,88344.5,3268 857 6093 0512,20022,863-090-4861
rec-101-org,Lucy,Nguyen,Married,White,08/29/1972,493-02-4132,88344.5,3268 8571 6093 0512,20022,863-090-4861
rec-1010-org,Anneliese,Stranger,Never Married,White,12/28/1959,352-37-1085,68927.4,8823 0375 1592 6060,20012,910-242-4301
rec-1011-org,Ashley,Cecere-palazzo,Married,White,05/22/1956,165-68-8501,26823.4,3824 1367 8585 4951,20004,773-702-5998
rec-1012-org,Emiily,Singleton,Never Married,White,10/11/1953,140-24-9748,58935.8,2264 0904 0457 2232,20004,931-971-7455
rec-1013-dup-0,Hayley,Fitzpatrick,Married,,07/17/1971,252-87-9064,,6439 9470 75560 4603,20002,
rec-1013-org,Hayley,Fitzpatrick,Married,White,07/17/1971,252-87-9064,84292.1,6439 9470 7550 4603,20002,657-862-9020
rec-1014-org,Laura,Dixon,Divorced,Black,11/17/1969,035-44-4235,65653.5,4592 3211 9308 9169,20011,725-024-5314
rec-1015-org,Harrison,Haskett,Never Married,White,05/11/1958,404-93-2941,73733.7,0897 6503 9402 2665,20008,704-276-6775
rec-1016-org,Charlie,Constance,Divorced,Hispanic,07/14/1963,686-03-7850,55359.9,6127 5467 9778 2947,20006,646-625-3662
rec-1017-org,Emiily,Goode,Never Married,White,01/13/1972,496-47-3845,26038.9,1984 1317 9449 8336,20005,559-158-5379
rec-1018-org,Alex,Covino,Married,Hispanic,04/15/1972,225-46-0311,45131.2,6542 4731 1268 1788,20011,212-791-0882
rec-1019-dup-0,Ropbie,Bauckz,Never Married,,06/02/1971,428-37-7459,10087.5,5048 6619 0717 8183,20008,
rec-1019-org,Robbie,Baucks,Never Married,Hispanic,06/02/1971,428-37-7459,10087.5,5048 6619 0717 8183,20008,231-671-7766
rec-102-org,Lucy,Tiedemann,Divorced,White,06/04/1954,094-96-4023,85803.6,5905 3103 2624 5598,20012,410-622-2261
rec-1020-org,Bianca,Glass,Married,White,07/21/1947,033-63-4089,36462.1,1204 4326 9893 3488,20016,512-973-7498
rec-1021-org,Charles,Webb,Married,Hispanic,04/27/1995,632-46-7659,71495.1,9036 2093 6655 3097,20013,580-152-4463
rec-1022-dup-0,Ky,Hag,Married,White,10/07/1992,689-23-3497,,2579 927 3352 3055,20010,
rec-1022-org,Ky,Hage,Married,White,10/07/1992,689-23-3497,195850.1,2579 9270 3352 3055,20010,718-692-3643
rec-1023-org,Ethan,Voy,Married,White,02/07/1965,128-02-6243,28464.1,8293 8044 1928 5228,20001,562-071-3703
rec-1024-dup-0,Makormack,Campbel,Married,White,11/14/1982,,,1601 3230 2386 5548,20015,930-656-3163
rec-1024-org,Macormack,Campbell,Married,White,11/14/1982,177-20-4953,45934.0,1601 3230 2386 5548,20015,930-656-3163
rec-1025-org,Talia,Mastrippolito,Married,White,03/28/1996,094-06-4591,61954.2,2180 0123 1426 9694,20005,720-129-6412
rec-1026-org,Adam,Noble,Never Married,White,05/06/1968,436-28-4524,96847.3,1403 2149 9879 1305,20010,610-509-7469
rec-1027-org,Blake,Sheldon,Married,Black,01/24/1983,203-30-7604,29097.8,5030 5883 5550 9364,20017,678-271-1774
rec-1028-org,Thomas,Campbell,Never Married,White,09/10/1967,360-64-2043,27914.1,5727 7151 6879 4851,20013,925-624-2571
rec-1029-dup-0,Ambero,Huxley,Married,,08/13/1989,,167494.2,71700 3759 4416 6481,20002,442-595-8901
rec-1029-org,Amber,Huxley,Married,White,08/13/1989,449-52-3851,167494.2,7170 3759 4416 6481,20002,442-595-8901
rec-103-org,Jesse,Mahon,Married,White,06/19/1969,158-21-4163,96945.1,7975 4245 3802 8074,20002,774-444-0397
rec-1030-org,Caitlin,White,Married,White,02/08/1958,721-19-6511,55949.7,4397 2841 7164 6321,20015,973-425-3946
rec-1031-org,Ellen,Wisby,Married,White,08/20/1976,023-85-0919,88745.0,4119 8674 2604 7632,20020,941-864-3147
rec-1032-dup-0,Sebastian,Brookej-inglis,Widowed,White,08/02/1989,,,7612 4482 5223 6054,20015,
rec-1032-org,Sebastian,Brookes-inglis,Widowed,White,08/02/1989,686-19-3400,99125.3,7612 4482 5223 6054,20015,469-482-8575
rec-1033-org,Joel,Mastin-smith,Married,White,05/26/1968,505-75-9897,29510.9,9218 8348 4709 8506,20013,757-154-8602
rec-1034-org,Jason,Gulin,Widowed,White,01/14/1966,393-84-3397,72390.4,1768 8266 1432 2184,20001,904-589-0855
rec-1035-org,George,Stanley,Married,White,06/10/1995,421-65-8709,69551.7,9831 9379 2245 2363,20012,614-190-3589
rec-1036-dup-0,Lucke,Beadle,Never Married,White,01/21/1997,,,6986 711 6862 8752,20007,256-519-4931
rec-1036-org,Luke,Beadle,Never Married,White,01/21/1997,342-86-6698,59115.3,6986 7151 6862 8752,20007,256-519-4931
rec-1037-org,Leah,Treumer,Widowed,White,07/20/1982,480-70-5879,89658.1,9958 8867 9612 6324,20022,305-611-1758
rec-1038-dup-0,Zacgariah,Weller,Married,Black,01/14/1948,,,4615 1036 918 5398,20010,361-784-9078
rec-1038-org,Zachariah,Weller,Married,Black,01/14/1948,297-74-5990,72078.6,4615 1036 9108 5398,20010,361-784-9078
rec-1039-dup-0,aJke,Lahey,Married,White,05/02/1962,,23289.2,5096 2907 60397619,20011,
rec-1039-org,Jake,Lahey,Married,White,05/02/1962,720-33-7512,23289.2,5096 2907 6039 7619,20011,231-902-2197
rec-104-dup-0,Adriana,Mcleland,,Hispanic,01/03/1970,122-79-7902,,0052 0262 6793 43686,20003,270-750-6679
rec-104-org,Adriana,Mclelland,Never Married,Hispanic,01/03/1970,122-79-7902,112520.3,0052 0262 6793 4686,20003,270-750-6679
rec-1040-dup-0,Haahrison,Matthews,Married,White,11/16/1970,279-77-6648,,00642 4334 4842 2646,20010,
rec-1040-org,Harrison,Matthews,Married,White,11/16/1970,279-77-6648,127714.4,0064 4334 4842 2646,20010,540-987-8324
rec-1041-dup-0,Gema,Winall,Divorced,Hispanic,10/07/1978,199-39-3748,,3261 36749 8845 5197,20011,947-855-1891
rec-1041-org,Gemma,Winnall,Divorced,Hispanic,10/07/1978,199-39-3748,161996.6,3261 6749 8845 5197,20011,947-855-1891
rec-1042-dup-0,Lukas,Wepb,,,10/08/1981,439-97-3211,31049.1,9388 6451 5643 7622,20010,
rec-1042-org,Lukas,Webb,Never Married,White,10/08/1981,439-97-3211,31049.1,9388 6451 5643 7622,20010,615-062-1083
rec-1043-dup-0,Caitlin,Lemcke,Never Married,,06/10/1982,651-08-4438,,129 1779 1329 4850,20022,718-579-4113
rec-1043-org,Caitlin,Lemke,Never Married,White,06/10/1982,651-08-4438,91600.2,1298 1779 1329 4850,20022,718-579-4113
rec-1044-dup-0,Anthonyg,Diwtrich,Married,,09/11/1949,529-91-1321,38707.5,8178 9868 4828 3247,20013,
rec-1044-org,Anthony,Dietrich,Married,White,09/11/1949,529-91-1321,38707.5,8178 9868 4828 3247,20013,559-728-7732
rec-1045-org,Mystique,Smithson,Divorced,White,09/06/1948,033-80-0771,16876.7,7315 8778 6905 0101,20017,914-809-8391
rec-1046-org,Matisse,Thredgold,Divorced,White,11/08/1952,131-08-0944,83072.1,5325 5053 2610 6172,20002,907-511-4900
rec-1047-dup-0,Yasmin,Neanter,,White,06/09/1986,082-46-3396,,0146 8344 783 3796,20013,502-441-9013
rec-1047-org,Yasmin,Neander,Married,White,06/09/1986,082-46-3396,176537.3,0146 8344 7837 3796,20013,502-441-9013
rec-1048-org,Sarah,Green,Married,Hispanic,05/17/1992,135-75-6397,43190.7,8531 8373 5236 4246,20013,270-856-0960
rec-1049-dup-0,Marcu5,Grin,Never Married,White,11/22/1958,,,1193 1743 2564 8539,20013,630-460-1614
rec-1049-org,Marcus,Green,Never Married,White,11/22/1958,584-38-5321,10300.1,1193 1743 2564 8539,20013,630-460-1614
rec-105-org,Fiona,Chandler,Married,White,10/28/1989,470-67-1858,66351.4,4239 8096 7511 8196,20010,586-600-9884
